stratum,round_id,coder_id,newcomer
10.0,15570,22832482,0
10.0,16494,22846688,0
10.0,16857,22846688,0
10.0,16903,22846688,0
10.0,15570,22846688,0
10.0,16494,22868771,0
10.0,16495,22868771,0
10.0,16903,22868771,0
10.0,15570,22868771,0
10.0,16857,22909326,0
10.0,15570,22909326,0
10.0,16903,22912209,0
10.0,15570,22912209,0
10.0,16857,23002583,0
10.0,16903,23002583,0
10.0,15570,23002583,0
10.0,16494,23019003,0
10.0,16495,23019003,0
10.0,15570,23019003,0
10.0,16903,23062527,0
10.0,15570,23062527,0
10.0,16494,23100980,0
10.0,16495,23100980,0
10.0,16857,23100980,0
10.0,16903,23100980,0
10.0,15570,23100980,0
10.0,16903,23128490,0
10.0,15570,23128490,0
11.0,14273,138663,0
11.0,14556,138663,0
11.0,14273,153555,0
11.0,14556,153555,0
11.0,14273,269991,0
11.0,14556,269991,0
11.0,14273,274023,0
11.0,14556,274023,0
11.0,14273,274498,0
11.0,14556,274498,0
11.0,14273,282718,0
11.0,14556,282718,0
11.0,14273,283329,0
11.0,14556,283329,0
11.0,14273,307060,0
11.0,14556,307060,0
11.0,14273,311664,0
11.0,14556,311664,0
11.0,14273,7213681,0
11.0,14556,7213681,0
11.0,14273,7313615,0
11.0,14556,7313615,0
11.0,14273,7359397,0
11.0,14556,7359397,0
11.0,14273,7394165,0
11.0,14556,7394165,0
11.0,14273,7454301,0
11.0,14556,7454301,0
11.0,14273,7459080,0
11.0,14556,7459080,0
11.0,14273,7459326,0
11.0,14556,7459326,0
11.0,14273,7461533,0
11.0,14556,7461533,0
11.0,14273,7462740,0
11.0,14556,7462740,0
11.0,14273,9928945,0
11.0,14556,9928945,0
11.0,14273,9987185,0
11.0,14556,9987185,0
11.0,14273,10039742,0
11.0,14556,10039742,0
11.0,14273,10403062,0
11.0,14556,10403062,0
11.0,14273,10435514,0
11.0,14556,10435514,0
11.0,14273,10597114,0
11.0,14556,10597114,0
11.0,14273,10600282,0
11.0,14556,10600282,0
11.0,14273,11789293,0
11.0,14556,11789293,0
11.0,14273,11818890,0
11.0,14556,11818890,0
11.0,14273,11854576,0
11.0,14556,11854576,0
11.0,14273,13274356,0
11.0,14556,13274356,0
11.0,14273,13358674,0
11.0,14556,13358674,0
11.0,14273,14822038,0
11.0,14556,14822038,0
11.0,14273,14927744,0
11.0,14556,14927744,0
11.0,14273,15015775,0
11.0,14556,15015775,0
11.0,14273,15584662,0
11.0,14556,15584662,0
11.0,14273,15720333,0
11.0,14556,15720333,0
11.0,14273,15781032,0
11.0,14556,15781032,0
11.0,14273,15795618,0
11.0,14556,15795618,0
11.0,14273,15803924,0
11.0,14556,15803924,0
11.0,14273,15881985,0
11.0,14556,15881985,0
11.0,14273,15927969,0
11.0,14556,15927969,0
11.0,14273,15982182,0
11.0,14556,15982182,0
11.0,14273,19740398,0
11.0,14556,19740398,0
11.0,14273,19849563,0
11.0,14556,19849563,0
11.0,14273,20021664,0
11.0,14556,20021664,0
11.0,14273,20156359,0
11.0,14556,20156359,0
11.0,14273,20342742,0
11.0,14556,20342742,0
11.0,14273,20436799,0
11.0,14556,20436799,0
11.0,14273,20639245,0
11.0,14556,20639245,0
11.0,14273,20771416,0
11.0,14556,20771416,0
11.0,14273,20783604,0
11.0,14556,20783604,0
11.0,14273,20994662,0
11.0,14556,20994662,0
11.0,14273,21050879,0
11.0,14556,21050879,0
11.0,14273,21179827,0
11.0,14556,21179827,0
11.0,14273,21465056,0
11.0,14556,21465056,0
11.0,14273,21651807,0
11.0,14556,21651807,0
11.0,14273,21874802,0
11.0,14556,21874802,0
11.0,14273,21913678,0
11.0,14556,21913678,0
11.0,14273,22000198,0
11.0,14556,22000198,0
11.0,14273,22074760,0
11.0,14556,22074760,0
11.0,14273,22074910,0
11.0,14556,22074910,0
11.0,14273,22359623,0
11.0,14556,22359623,0
11.0,14273,22389733,0
11.0,14556,22389733,0
11.0,14273,22640357,0
11.0,14556,22640357,0
11.0,14273,22651620,0
11.0,14556,22651620,0
11.0,14273,22653720,0
11.0,14556,22653720,0
11.0,14273,22653739,0
11.0,14556,22653739,0
11.0,14273,22655287,0
11.0,14556,22655287,0
11.0,14273,22656472,0
11.0,14556,22656472,0
11.0,14273,22657769,0
11.0,14556,22657769,0
11.0,14273,22658761,0
11.0,14556,22658761,0
11.0,14273,22659060,0
11.0,14556,22659060,0
11.0,14273,22661750,0
11.0,14556,22661750,0
11.0,14273,22662340,0
11.0,14556,22662340,0
11.0,14273,22664154,0
11.0,14556,22664154,0
11.0,14273,22672561,0
11.0,14556,22672561,0
11.0,14273,22675206,0
11.0,14556,22675206,0
11.0,14273,22675302,0
11.0,14556,22675302,0
11.0,14273,22677203,0
11.0,14556,22677203,0
11.0,14273,22678042,0
11.0,14556,22678042,0
11.0,14273,22678849,0
11.0,14556,22678849,0
11.0,14273,22679718,0
11.0,14556,22679718,0
11.0,14273,22682274,0
11.0,14556,22682274,0
11.0,14273,22685656,0
11.0,14556,22685656,0
11.0,14273,22689544,0
11.0,14556,22689544,0
11.0,14273,22692969,0
11.0,14556,22692969,0
11.0,14273,22694152,0
11.0,14556,22694152,0
11.0,14273,22694931,0
11.0,14556,22694931,0
11.0,14273,22696096,0
11.0,14556,22696096,0
11.0,14273,22696564,0
11.0,14556,22696564,0
11.0,14273,22697599,0
11.0,14556,22697599,0
11.0,14273,22700085,0
11.0,14556,22700085,0
11.0,14273,22707497,0
11.0,14556,22707497,0
11.0,14273,22713690,0
11.0,14556,22713690,0
11.0,14273,22722755,0
11.0,14556,22722755,0
11.0,14273,22727735,0
11.0,14556,22727735,0
11.0,14273,22736823,0
11.0,14556,22736823,0
11.0,14273,22744421,0
11.0,14556,22744421,0
11.0,14273,22749323,0
11.0,14556,22749323,0
11.0,14273,22750802,0
11.0,14556,22750802,0
11.0,14273,22751549,0
11.0,14556,22751549,0
11.0,14273,22751723,0
11.0,14556,22751723,0
11.0,14273,22768223,0
11.0,14556,22768223,0
11.0,14273,22774457,0
11.0,14556,22774457,0
11.0,14273,22777893,0
11.0,14556,22777893,0
11.0,14273,22826277,0
11.0,14556,22826277,0
11.0,14273,22828354,0
11.0,14556,22828354,0
11.0,14273,22832482,0
11.0,14556,22832482,0
11.0,14273,22837286,0
11.0,14556,22837286,0
11.0,14273,22838856,0
11.0,14556,22838856,0
11.0,14273,22841230,0
11.0,14556,22841230,0
11.0,14273,22855897,0
11.0,14556,22855897,0
11.0,14273,22870259,0
11.0,14556,22870259,0
11.0,14273,22874858,0
11.0,14556,22874858,0
13.0,15648,269991,0
13.0,15683,269991,0
13.0,15648,274498,0
13.0,15683,274498,0
13.0,15982,274498,0
13.0,15648,276230,0
13.0,15683,276230,0
13.0,15825,276230,0
13.0,16445,276230,0
13.0,16472,276230,0
13.0,15648,283329,0
13.0,15683,283329,0
13.0,15825,283329,0
13.0,15982,283329,0
13.0,15648,7461533,0
13.0,15683,7461533,0
13.0,16445,7461533,0
13.0,15648,8436045,0
13.0,15683,8436045,0
13.0,15648,8522467,0
13.0,15982,8522467,0
13.0,15648,8556305,0
13.0,15683,8556305,0
13.0,15825,8556305,0
13.0,15982,8556305,0
13.0,15648,10046653,0
13.0,15683,10046653,0
13.0,16445,10046653,0
13.0,16472,10046653,0
13.0,15648,10435514,0
13.0,15683,10435514,0
13.0,15648,10597114,0
13.0,16445,10597114,0
13.0,15648,11780323,0
13.0,15683,11780323,0
13.0,15648,13274356,0
13.0,15683,13274356,0
13.0,15825,13274356,0
13.0,15982,13274356,0
13.0,16472,13274356,0
13.0,15648,13298470,0
13.0,15683,13298470,0
13.0,15982,13298470,0
13.0,16445,13298470,0
13.0,16472,13298470,0
13.0,15648,13351270,0
13.0,15683,13351270,0
13.0,15982,13351270,0
13.0,16472,13351270,0
13.0,15648,14927744,0
13.0,15683,14927744,0
13.0,15982,14927744,0
13.0,16445,14927744,0
13.0,16472,14927744,0
13.0,15648,14991227,0
13.0,15683,14991227,0
13.0,16445,14991227,0
13.0,16472,14991227,0
13.0,15648,15781032,0
13.0,15683,15781032,0
13.0,15825,15781032,0
13.0,15982,15781032,0
13.0,16445,15781032,0
13.0,16472,15781032,0
13.0,15648,15881985,0
13.0,15982,15881985,0
13.0,15648,15896190,0
13.0,15683,15896190,0
13.0,15825,15896190,0
13.0,15982,15896190,0
13.0,16472,15896190,0
13.0,15648,16017427,0
13.0,15683,16017427,0
13.0,15648,19740398,0
13.0,15683,19740398,0
13.0,15648,20539063,0
13.0,15683,20539063,0
13.0,15982,20539063,0
13.0,16472,20539063,0
13.0,15648,20549004,0
13.0,15683,20549004,0
13.0,15648,20783604,0
13.0,15683,20783604,0
13.0,16445,20783604,0
13.0,15648,20994662,0
13.0,15683,20994662,0
13.0,15825,20994662,0
13.0,15982,20994662,0
13.0,16472,20994662,0
13.0,15648,21029913,0
13.0,15683,21029913,0
13.0,15648,21114351,0
13.0,16445,21114351,0
13.0,16472,21114351,0
13.0,15648,21159810,0
13.0,15683,21159810,0
13.0,15982,21159810,0
13.0,15648,21179827,0
13.0,15683,21179827,0
13.0,15982,21179827,0
13.0,16445,21179827,0
13.0,16472,21179827,0
13.0,15648,21688563,0
13.0,15982,21688563,0
13.0,16472,21688563,0
13.0,15648,21990198,0
13.0,15683,21990198,0
13.0,15648,22000198,0
13.0,15683,22000198,0
13.0,15825,22000198,0
13.0,15982,22000198,0
13.0,15648,22389733,0
13.0,15683,22389733,0
13.0,15825,22389733,0
13.0,15982,22389733,0
13.0,16472,22389733,0
13.0,15648,22630490,0
13.0,15683,22630490,0
13.0,15825,22630490,0
13.0,15648,22638533,0
13.0,15683,22638533,0
13.0,16472,22638533,0
13.0,15648,22651906,0
13.0,16445,22651906,0
13.0,15648,22652965,0
13.0,15683,22652965,0
13.0,15648,22653720,0
13.0,15683,22653720,0
13.0,15648,22653739,0
13.0,15683,22653739,0
13.0,15648,22653857,0
13.0,15683,22653857,0
13.0,15648,22656472,0
13.0,15683,22656472,0
13.0,15982,22656472,0
13.0,15648,22659583,0
13.0,15683,22659583,0
13.0,15982,22659583,0
13.0,15648,22671296,0
13.0,15683,22671296,0
13.0,16472,22671296,0
13.0,15648,22672408,0
13.0,15683,22672408,0
13.0,16472,22672408,0
13.0,15648,22673613,0
13.0,15683,22673613,0
13.0,16445,22673613,0
13.0,16472,22673613,0
13.0,15648,22674904,0
13.0,15683,22674904,0
13.0,15825,22674904,0
13.0,15648,22682274,0
13.0,15982,22682274,0
13.0,16445,22682274,0
13.0,15648,22686590,0
13.0,15683,22686590,0
13.0,15648,22689976,0
13.0,15982,22689976,0
13.0,16445,22689976,0
13.0,16472,22689976,0
13.0,15648,22694931,0
13.0,15683,22694931,0
13.0,15982,22694931,0
13.0,15648,22696357,0
13.0,15825,22696357,0
13.0,15648,22696908,0
13.0,15982,22696908,0
13.0,15648,22697421,0
13.0,15683,22697421,0
13.0,15648,22699234,0
13.0,15683,22699234,0
13.0,15648,22703486,0
13.0,15683,22703486,0
13.0,15648,22704094,0
13.0,15683,22704094,0
13.0,15825,22704094,0
13.0,15982,22704094,0
13.0,16445,22704094,0
13.0,16472,22704094,0
13.0,15648,22705227,0
13.0,15683,22705227,0
13.0,15982,22705227,0
13.0,16472,22705227,0
13.0,15648,22713690,0
13.0,15683,22713690,0
13.0,15648,22715204,0
13.0,15683,22715204,0
13.0,15982,22715204,0
13.0,15648,22718910,0
13.0,15683,22718910,0
13.0,15825,22718910,0
13.0,15982,22718910,0
13.0,16445,22718910,0
13.0,16472,22718910,0
13.0,15648,22720177,0
13.0,15683,22720177,0
13.0,15648,22721536,0
13.0,15825,22721536,0
13.0,15648,22729239,0
13.0,15683,22729239,0
13.0,15825,22729239,0
13.0,15982,22729239,0
13.0,16445,22729239,0
13.0,16472,22729239,0
13.0,15648,22736385,0
13.0,15683,22736385,0
13.0,15825,22736385,0
13.0,15982,22736385,0
13.0,15648,22736823,0
13.0,15825,22736823,0
13.0,15982,22736823,0
13.0,16445,22736823,0
13.0,15648,22739664,0
13.0,15683,22739664,0
13.0,15982,22739664,0
13.0,15648,22740438,0
13.0,15982,22740438,0
13.0,16445,22740438,0
13.0,15648,22741614,0
13.0,15683,22741614,0
13.0,15982,22741614,0
13.0,16472,22741614,0
13.0,15648,22744421,0
13.0,15683,22744421,0
13.0,15982,22744421,0
13.0,16445,22744421,0
13.0,16472,22744421,0
13.0,15648,22745629,0
13.0,15683,22745629,0
13.0,15648,22746803,0
13.0,15683,22746803,0
13.0,15648,22747080,0
13.0,15683,22747080,0
13.0,15648,22748044,0
13.0,15683,22748044,0
13.0,15825,22748044,0
13.0,16445,22748044,0
13.0,16472,22748044,0
13.0,15648,22756524,0
13.0,15683,22756524,0
13.0,15982,22756524,0
13.0,15648,22769598,0
13.0,15683,22769598,0
13.0,15825,22769598,0
13.0,16445,22769598,0
13.0,15648,22774534,0
13.0,15683,22774534,0
13.0,15825,22774534,0
13.0,15982,22774534,0
13.0,16445,22774534,0
13.0,16472,22774534,0
13.0,15648,22774825,0
13.0,15683,22774825,0
13.0,15648,22777520,0
13.0,15683,22777520,0
13.0,15982,22777520,0
13.0,15648,22824912,0
13.0,15683,22824912,0
13.0,15648,22825875,0
13.0,15683,22825875,0
13.0,15982,22825875,0
13.0,15648,22826277,0
13.0,15683,22826277,0
13.0,15648,22828541,0
13.0,15683,22828541,0
13.0,15825,22828541,0
13.0,15982,22828541,0
13.0,16445,22828541,0
13.0,16472,22828541,0
13.0,15648,22832482,0
13.0,15683,22832482,0
13.0,15982,22832482,0
13.0,16445,22832482,0
13.0,15648,22833021,0
13.0,15683,22833021,0
13.0,16472,22833021,0
13.0,15648,22836556,0
13.0,15683,22836556,0
13.0,15648,22836875,0
13.0,15683,22836875,0
13.0,15648,22837798,0
13.0,15683,22837798,0
13.0,15648,22842409,0
13.0,16472,22842409,0
13.0,15648,22846688,0
13.0,15683,22846688,0
13.0,15982,22846688,0
13.0,16445,22846688,0
13.0,16472,22846688,0
13.0,15648,22850782,0
13.0,15683,22850782,0
13.0,15982,22850782,0
13.0,16445,22850782,0
13.0,16472,22850782,0
13.0,15648,22856251,0
13.0,15982,22856251,0
13.0,15648,22862136,0
13.0,16472,22862136,0
13.0,15648,22868771,0
13.0,15683,22868771,0
13.0,15825,22868771,0
13.0,15982,22868771,0
13.0,16445,22868771,0
13.0,16472,22868771,0
13.0,15648,22874653,0
13.0,15683,22874653,0
13.0,15825,22874653,0
13.0,16445,22874653,0
13.0,16472,22874653,0
13.0,15648,22874914,0
13.0,15683,22874914,0
13.0,15982,22874914,0
13.0,15648,22875240,0
13.0,15825,22875240,0
13.0,16472,22875240,0
13.0,15648,22877779,0
13.0,16445,22877779,0
13.0,15648,22878498,0
13.0,15683,22878498,0
13.0,15825,22878498,0
13.0,15982,22878498,0
13.0,16445,22878498,0
13.0,15648,22884313,0
13.0,16472,22884313,0
13.0,15648,22898655,0
13.0,15683,22898655,0
13.0,16472,22898655,0
13.0,15648,22905028,0
13.0,15825,22905028,0
13.0,15648,22906557,0
13.0,15683,22906557,0
13.0,15648,22906664,0
13.0,15683,22906664,0
13.0,15825,22906664,0
13.0,15982,22906664,0
13.0,16445,22906664,0
13.0,16472,22906664,0
13.0,15648,22908603,0
13.0,15683,22908603,0
13.0,15648,22909691,0
13.0,15683,22909691,0
13.0,15648,22918966,0
13.0,15683,22918966,0
13.0,16445,22918966,0
13.0,15648,22919573,0
13.0,15683,22919573,0
13.0,15648,22921568,0
13.0,15683,22921568,0
13.0,15825,22921568,0
13.0,15648,22923054,0
13.0,15683,22923054,0
13.0,15825,22923054,0
13.0,15982,22923054,0
13.0,16445,22923054,0
13.0,16472,22923054,0
13.0,15648,22929407,0
13.0,15683,22929407,0
13.0,15982,22929407,0
13.0,16445,22929407,0
13.0,15648,23000260,0
13.0,15683,23000260,0
13.0,15982,23000260,0
13.0,15648,23004554,0
13.0,15825,23004554,0
13.0,15648,23006231,0
13.0,15683,23006231,0
13.0,15648,23006357,0
13.0,16472,23006357,0
13.0,15648,23007886,0
13.0,15683,23007886,0
13.0,15982,23007886,0
13.0,16445,23007886,0
13.0,15648,23012630,0
13.0,15683,23012630,0
13.0,15825,23012630,0
13.0,15982,23012630,0
13.0,16445,23012630,0
13.0,16472,23012630,0
13.0,15648,23019003,0
13.0,15683,23019003,0
13.0,15825,23019003,0
13.0,15982,23019003,0
13.0,16445,23019003,0
13.0,16472,23019003,0
13.0,15648,23025860,0
13.0,15825,23025860,0
13.0,15648,23026506,0
13.0,15683,23026506,0
13.0,15825,23026506,0
13.0,15982,23026506,0
13.0,16445,23026506,0
13.0,15648,23031806,0
13.0,15683,23031806,0
13.0,15825,23031806,0
13.0,15982,23031806,0
13.0,16445,23031806,0
13.0,16472,23031806,0
13.0,15648,23039776,0
13.0,15683,23039776,0
13.0,15648,23044168,0
13.0,15825,23044168,0
13.0,15648,23051610,0
13.0,15683,23051610,0
13.0,15825,23051610,0
13.0,15648,23052698,0
13.0,15683,23052698,0
13.0,15825,23052698,0
13.0,15982,23052698,0
13.0,15648,23057753,0
13.0,15683,23057753,0
13.0,15825,23057753,0
13.0,15648,23081124,0
13.0,15825,23081124,0
13.0,15648,23087578,0
13.0,15683,23087578,0
13.0,15825,23087578,0
13.0,15982,23087578,0
13.0,16445,23087578,0
13.0,16472,23087578,0
13.0,15648,23089475,0
13.0,15683,23089475,0
13.0,15982,23089475,0
13.0,15648,23095881,0
13.0,15683,23095881,0
13.0,15648,23100980,0
13.0,15683,23100980,0
13.0,15825,23100980,0
13.0,15982,23100980,0
13.0,16445,23100980,0
13.0,16472,23100980,0
13.0,15648,23105580,0
13.0,15683,23105580,0
13.0,16445,23105580,0
13.0,15648,23110486,0
13.0,15825,23110486,0
13.0,15648,23122212,0
13.0,15683,23122212,0
13.0,15825,23122212,0
13.0,15982,23122212,0
13.0,16445,23122212,0
13.0,16472,23122212,0
13.0,15648,23128776,0
13.0,15683,23128776,0
13.0,15825,23128776,0
13.0,15982,23128776,0
13.0,16445,23128776,0
13.0,16472,23128776,0
13.0,15648,23128880,0
13.0,15683,23128880,0
13.0,15825,23128880,0
13.0,15982,23128880,0
13.0,16445,23128880,0
13.0,16472,23128880,0
13.0,15648,23141803,0
13.0,15683,23141803,0
13.0,15982,23141803,0
13.0,16445,23141803,0
13.0,16472,23141803,0
13.0,15648,23143943,0
13.0,15825,23143943,0
13.0,15648,23149077,0
13.0,15683,23149077,0
13.0,15825,23149077,0
13.0,16445,23149077,0
14.0,15649,7213681,0
14.0,15684,7213681,0
14.0,15649,21162075,0
